direction,representation,mc_samples,test_accuracy,brier_score,ece,entropy_error_auroc,confidence_error_auroc,mean_confidence_correct,mean_confidence_error,mean_entropy_correct,mean_entropy_error
batch1_to_batch2,SupDAE-32-head-w1-noise0.05,30,0.8994226804123712,0.1491544644428549,0.0087131823092391,0.8676659837525891,0.8717893719215033,0.9137632250785828,0.6854858994483948,0.2590675055980682,0.717456579208374
batch2_to_batch1,SupDAE-32-head-w1-noise0.05,30,0.9287963610916724,0.1166090143628031,0.0241441365834546,0.8145775936555745,0.8198812757345438,0.9606450200080872,0.804108202457428,0.135782778263092,0.4864882230758667
