epoch,train_loss,train_recon_loss,train_class_loss,val_loss,val_recon_loss,val_class_loss
1,0.7085020093588622,0.1666463119743985,0.5418556964680933,0.36055676026551,0.14089357035487934,0.21966319340761467
2,0.27161630626345634,0.1404856048405359,0.13113069977601907,0.3503466918507677,0.1373981914311781,0.21294849536344074
3,0.18048444783751547,0.13778199310711187,0.04270245447968441,0.35419421546127766,0.13570781152344605,0.21848640465059266
4,0.15313297088950803,0.1360209241384749,0.01711204646339959,0.37957300403905736,0.1339371276988755,0.24563587990398722
5,0.14634289479539178,0.1350192360375037,0.011323658432072467,0.42349581681024867,0.13380182352924916,0.2896939996290278
6,0.1435756894419066,0.13440484305242717,0.009170847029999091,0.42824087326480315,0.13295305782013053,0.29528781401915044
