epoch,train_loss,train_recon_loss,train_class_loss,val_loss,val_recon_loss,val_class_loss
1,1.213778257846368,0.1668061160811295,0.5234860725629218,0.5654524214472657,0.14108961219703642,0.2121814051188108
2,0.38908611195745846,0.14075099222993478,0.12416756001852255,0.5018791556132648,0.13732985416987953,0.18227465649934846
3,0.22534758968040655,0.1384770475526558,0.04343527083173428,0.5548331032238057,0.13582527745812736,0.20950391432725313
4,0.17025054125975603,0.13717598840246684,0.016537275741893846,0.6020816410413884,0.1351552922553702,0.23346317633111927
5,0.15669639710009114,0.13622687358566798,0.010234762184881679,0.7038112822377018,0.13419472609831049,0.2848082768537925
6,0.16498795114229395,0.13602462889113298,0.014481661280341224,0.660634513923229,0.13404347351196813,0.2632955218785552
