epoch,train_loss,train_recon_loss,train_class_loss,val_loss,val_recon_loss,val_class_loss
1,0.4263386028335952,0.16646283130284675,0.5197515461567116,0.24423912490285377,0.140673334847477,0.2071315829995815
2,0.20132276122746756,0.14018084613373663,0.1222838304969833,0.22671691198233446,0.136334267130001,0.1807652918712879
3,0.15917843890795141,0.13726406927751794,0.043828737243385485,0.2375166062286793,0.13450772302568703,0.2060177659489629
4,0.14430001119197883,0.1355018195214777,0.017596382091808083,0.25285012504337684,0.1337717797766577,0.23815668908902435
5,0.1401594365347742,0.13449475656073592,0.011329360542928628,0.2656312298363964,0.1327272013354509,0.2658080594336973
6,0.13961397361330263,0.13399125680480362,0.011245432470876903,0.27093977930531365,0.13257883548939692,0.27672188907624734
